Restaurant Name,City,Address,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Five & Ten,Athens,"1073 South Milledge Ave, Athens, GA 30605",Athens,-83.3872482,33.9415545,American,40,Dollar($),No,No,No,3,4.3,Green,Very Good,755,United States
Grit,Athens,"199 Prince Ave, Athens, GA 30601",Athens,-83.381625,33.960112,"International, Southern, Vegetarian",10,Dollar($),No,No,No,1,4.2,Green,Very Good,800,United States
Ike & Jane,Athens,"1307 Prince Ave, Athens, GA 30606",Athens,-83.400887,33.963296,Sandwich,10,Dollar($),No,No,No,1,4.1,Green,Very Good,350,United States
La Dolce Vita Ristorante,Athens,"323 E Broad St, Athens, GA 30601",Athens,-83.4075,33.9584,Italian,40,Dollar($),No,No,No,3,4.1,Green,Very Good,464,United States
Shokitini,Athens,"251 W Clayton St, Athens, GA 30601",Athens,-83.379251,33.957503,"Asian, Japanese, Sushi",25,Dollar($),No,No,No,2,4.2,Green,Very Good,550,United States
Taqueria Del Sol,Athens,"334 Prince Ave, Athens, GA 30601",Athens,-83.383605,33.960571,"Mexican, Spanish",10,Dollar($),No,No,No,1,4.1,Green,Very Good,543,United States
The National,Athens,"232 W. Hancock Ave., Athens, GA 30601",Athens,-83.37967,33.959468,"International, Southern",40,Dollar($),No,No,No,3,4.1,Green,Very Good,465,United States
The Royal Peasant,Athens,"1675 S. Lumpkin St., Athens, GA 30606",Athens,-83.38728,33.937502,Bar Food,10,Dollar($),No,No,No,1,4.4,Green,Very Good,546,United States
Transmetropolitan,Athens,"145 E Clayton St, Athens, GA 30601",Athens,-83.3764,33.9584,"Italian, Pizza, Sandwich",10,Dollar($),No,No,No,1,4.4,Green,Very Good,1098,United States
Trappeze Pub,Athens,"269 N Hull St, Athens, GA 30601",Athens,-83.378881,33.958363,"Burger, Bar Food",25,Dollar($),No,No,No,2,4.2,Green,Very Good,579,United States
Viva! Argentine Cuisine,Athens,"247 Prince Ave, Athens, GA 30601",Athens,-83.3828224,33.9600227,"Desserts, Latin American, Argentine",10,Dollar($),No,No,No,1,4.1,Green,Very Good,374,United States
Miyabi Kyoto Japanese Steak House,Augusta,"1315 Augusta West Pkwy, Augusta, GA 30909",Augusta,-82.0865,33.4721,"Chinese, Steak",40,Dollar($),No,No,No,3,4.6,Dark Green,Excellent,717,United States
Rae's Coastal Cafe,Augusta,"3208 W Wimbledon Dr, Augusta, GA 30909",Augusta,-82.0698,33.4791,"American, Caribbean, Seafood",40,Dollar($),No,No,No,3,4.9,Dark Green,Excellent,548,United States
The Bee's Knees,Augusta,"211 10th Street, Augusta, GA 30901",Augusta,-81.97,33.4765,"International, Tapas, Vegetarian",25,Dollar($),No,No,No,2,4.5,Dark Green,Excellent,631,United States
Boll Weevil Cafe,Augusta,"10 9th St, Augusta, GA 30901",Augusta,-81.9684,33.474,"Desserts, Sandwich, Southern",10,Dollar($),No,No,No,1,3.9,Yellow,Good,372,United States
Farmhaus Burger,Augusta,"1204 Broad St, Augusta, GA 30901",Augusta,-81.973006,33.477444,"American, Burger",25,Dollar($),No,No,No,2,3.9,Yellow,Good,201,United States
Manuel's Bread Cafe,Augusta,"505 Railroad Ave, North Augusta, GA 29841",Augusta,-81.965571,33.481779,"Breakfast, French",40,Dollar($),No,No,No,3,3.8,Yellow,Good,332,United States
Sconyers Bar B Que,Augusta,"2250 Sconyers Way, Augusta, GA 30906",Augusta,-82.0327,33.4086,BBQ,25,Dollar($),No,No,No,2,3.5,Yellow,Good,304,United States
Frog Hollow Tavern,Augusta,"1282 broad street, Augusta, GA 30901",Augusta,-81.974944,33.478231,American,40,Dollar($),No,No,No,3,4.3,Green,Very Good,368,United States
Giuseppe's Pizza & Italian Specialities,Augusta,"3690 Wheeler Rd, Augusta, GA 30909",Augusta,-82.096,33.4827,"Desserts, Italian, Pizza",25,Dollar($),No,No,No,2,4.1,Green,Very Good,430,United States
Mellow Mushroom,Augusta,"1167 Broad St, Augusta, GA 30901",Augusta,-81.9721,33.4778,"Italian, Pizza, Sandwich",25,Dollar($),No,No,No,2,4.4,Green,Very Good,433,United States
Nacho Mamas Burritos,Augusta,"976 Broad St, Augusta, GA 30901",Augusta,-81.9694,33.4764,Mexican,10,Dollar($),No,No,No,1,4.0,Green,Very Good,380,United States
Rhinehart's Oyster Bar,Augusta,"3051 Washington Rd, Augusta, GA 30907",Augusta,-82.0505,33.5133,"Bar Food, Sandwich, Seafood",25,Dollar($),No,No,No,2,4.0,Green,Very Good,456,United States
Takosushi,Augusta,"437 Highland Ave, Augusta, GA 30909",Augusta,-82.0301,33.4848,"Mexican, Southwestern, Sushi",40,Dollar($),No,No,No,3,4.2,Green,Very Good,647,United States
The Chop House,Augusta,"Augusta Mall, Augusta, GA 30909",Augusta,-82.080788,33.467201,Steak,40,Dollar($),No,No,No,3,4.0,Green,Very Good,360,United States
The Taj of India,Augusta,"502 Furys Ferry Rd, Augusta, GA 30907",Augusta,-82.0805493,33.5375868,Indian,25,Dollar($),No,No,No,2,4.0,Green,Very Good,227,United States
Augsburg Haus,Augusta,"4460 Washington Road, Evans, GA 30809",Evans,-82.143793,33.544342,German,25,Dollar($),No,No,No,2,3.9,Yellow,Good,290,United States
Pho Bac,Augusta,"4300 Towne Centre, Evans, GA 30809",Evans,-82.126161,33.532249,Vietnamese,10,Dollar($),No,No,No,1,4.1,Green,Very Good,270,United States
Rhinehart's Oyster Bar,Augusta,"303 North Bel Air Rd, Evans, GA 30809",Evans,-82.141284,33.521291,"Burger, Seafood",25,Dollar($),No,No,No,2,4.0,Green,Very Good,326,United States
Thai Kitchen,Augusta,"4357 Washington Road, Evans, GA 30809",Evans,-82.1328,33.5406,Thai,35,Dollar($),No,No,No,3,4.3,Green,Very Good,317,United States
El Kiosco Mexican Restaurant,Augusta,"5174 Wrightsboro Rd, Grovetown, GA 30813",Grovetown,-82.1997,33.4574,Mexican,10,Dollar($),No,No,No,1,4.2,Green,Very Good,300,United States
Taste of Balingup,Balingup,"63 South Western Hwy, Balingup, WA",Balingup,115.9844924,-33.7845269,Modern Australian,20,Dollar($),No,No,No,2,3.2,Orange,Average,21,Australia
Bridge Road Brewers,Beechworth,"Old Coach House 50 Ford St, Beechworth, Beechworth, VIC",Beechworth,146.685852,-36.360439,"Pizza, Bar Food",20,Dollar($),No,No,No,2,4.6,Dark Green,Excellent,237,Australia
Bardenay,Boise,"610 W Grove St, Boise, ID 83702",Boise,-116.2019,43.6138,"American, Bar Food",25,Dollar($),No,No,No,2,4.5,Dark Green,Excellent,879,United States
Flatbread Neapolitan Pizzeria,Boise,"800 W Main Suite 230, Boise, ID 83702",Boise,-116.203466,43.616068,"Italian, Pizza",25,Dollar($),No,No,No,2,4.6,Dark Green,Excellent,615,United States
Goldy's Breakfast Bistro,Boise,"108 S Capitol Blvd, Boise, ID 83702",Boise,-116.2023,43.6149,"Breakfast, Sandwich",25,Dollar($),No,No,No,2,4.5,Dark Green,Excellent,879,United States
Chandlers Steakhouse,Boise,"981 W Grove St, Boise, ID 83702",Boise,-116.2064,43.6157,"American, Seafood, Steak",70,Dollar($),No,No,No,4,3.9,Yellow,Good,379,United States
Bar Gernika Basque Pub & Eatery,Boise,"202 S Capitol Blvd, Boise, ID 83702",Boise,-116.2031,43.614,"European, Spanish",10,Dollar($),No,No,No,1,4.3,Green,Very Good,303,United States
Barbacoa Restaurant,Boise,"276 Bobwhite Ct, Boise, ID 83706",Boise,-116.185034,43.597235,"Latin American, Steak",70,Dollar($),No,No,No,4,4.1,Green,Very Good,538,United States
Big Jud's,Boise,"1289 Protest Rd, Boise, ID 83706",Boise,-116.2062,43.5945,"American, Burger, Sandwich",10,Dollar($),No,No,No,1,4.2,Green,Very Good,334,United States
Bittercreek Ale House,Boise,"246 N 8th St, Boise, ID 83702",Boise,-116.2022,43.6167,"American, Bar Food",25,Dollar($),No,No,No,2,4.3,Green,Very Good,555,United States
Boise Fry Company,Boise,"204 N Capitol Blvd, Boise, ID 83702",Boise,-116.193409,43.610279,"American, Burger",10,Dollar($),No,No,No,1,4.4,Green,Very Good,823,United States
Flying Pie Pizzaria,Boise,"6508 W Fairview Ave, Boise, ID 83704",Boise,-116.2625,43.6192,Pizza,25,Dollar($),No,No,No,2,4.1,Green,Very Good,550,United States
Fork,Boise,"199 N 8th St, Boise, ID 83702",Boise,-116.202845,43.616295,"American, Burger",25,Dollar($),No,No,No,2,4.4,Green,Very Good,650,United States
Guido's Original New York Style Pizza,Boise,"235 N 5th St, Boise, ID 83702",Boise,-116.199,43.615,Pizza,10,Dollar($),No,No,No,1,4.3,Green,Very Good,410,United States
Los Beto's,Boise,"5220 W Fairview Ave, Boise, ID 83706",Boise,-116.2463,43.6191,Mexican,10,Dollar($),No,No,No,1,4.4,Green,Very Good,660,United States
Lucianos Italian Restaurant,Boise,"11 N Orchard St, Boise, ID 83706",Boise,-116.245165,43.6051379,"Italian, Seafood, Vegetarian",25,Dollar($),No,No,No,2,4.4,Green,Very Good,360,United States
Mai Thai Restaurant,Boise,"750 W Idaho St, Boise, ID 83702",Boise,-116.2021,43.6162,"Sushi, Thai",40,Dollar($),No,No,No,3,4.0,Green,Very Good,340,United States
Shige Japanese Cuisine,Boise,"100 N 8th St, Boise, ID 83702",Boise,-116.2031,43.6156,"Japanese, Sushi, Teriyaki",25,Dollar($),No,No,No,2,4.1,Green,Very Good,393,United States
The Egg Factory,Boise,"8061 W Fairview Ave, Boise, ID 83704",Boise,-116.281809,43.619274,Breakfast,10,Dollar($),No,No,No,1,4.3,Green,Very Good,422,United States
Tucanos,Boise,"1388 S Entertainment Ave, Boise, ID 83709",Boise,-116.280614,43.591706,Brazilian,40,Dollar($),No,No,No,3,4.0,Green,Very Good,435,United States
Texas Roadhouse,Boise,"3801 E Fairview Avenue, Meridian, Boise, ID 83642",Meridian,-116.347304,43.619108,"American, BBQ, Steak",25,Dollar($),No,No,No,2,4.0,Green,Very Good,369,United States
Brick 29,Boise,"320 11th Avenue S, Nampa, ID 83651",Nampa,-116.5629,43.5777,American,40,Dollar($),No,No,No,3,4.4,Green,Very Good,487,United States
Winifreds,Cedar Rapids/Iowa City,"3847 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,-91.6336,42.0179,"American, Mediterranean, Seafood",40,Dollar($),No,No,No,3,3.7,Yellow,Good,98,United States
Biaggi's Ristorante Italiano,Cedar Rapids/Iowa City,"320 Collins Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,-91.6327,42.0281,"Italian, Pizza",40,Dollar($),No,No,No,3,4.1,Green,Very Good,365,United States
El Super Burrito,Cedar Rapids/Iowa City,"3300 Johnson Ave NW, Cedar Rapids, IA 52405",Cedar Rapids,-91.7148,41.9748,Mexican,10,Dollar($),No,No,No,1,4.1,Green,Very Good,190,United States
Granite City Food & Brewery,Cedar Rapids/Iowa City,"4755 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,-91.6224,42.0249,"American, Breakfast, Burger",40,Dollar($),No,No,No,3,4.1,Green,Very Good,429,United States
Irish Democrat,Cedar Rapids/Iowa City,"3207 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,-91.6347,42.01,"American, BBQ, Burger",25,Dollar($),No,No,No,2,4.4,Green,Very Good,430,United States
Taste of India,Cedar Rapids/Iowa City,"1060 Old Marion Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,-91.6499622,42.0215347,Indian,25,Dollar($),No,No,No,2,4.2,Green,Very Good,186,United States
Thai Moon Restaurant,Cedar Rapids/Iowa City,"4362 16th Ave SW, Cedar Rapids, IA 52404",Cedar Rapids,-91.7266,41.9639,"Chinese, Sushi, Thai",10,Dollar($),No,No,No,1,4.2,Green,Very Good,220,United States
Ting's Red Lantern,Cedar Rapids/Iowa City,"540 Boyson Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,-91.6394,42.0468,Chinese,10,Dollar($),No,No,No,1,4.2,Green,Very Good,347,United States
Monica's,Cedar Rapids/Iowa City,"303 2nd Street, Coralville, IA 52241",Coralville,-91.569767,41.670466,"American, Italian, Pizza",25,Dollar($),No,No,No,2,3.8,Yellow,Good,161,United States
Exotic India,Cedar Rapids/Iowa City,"102 2nd Ave, Coralville, IA 52241",Coralville,-91.5687,41.6685,Indian,25,Dollar($),No,No,No,2,4.1,Green,Very Good,160,United States
Shorts Burger and Shine,Cedar Rapids/Iowa City,"18 S Clinton St, Iowa City, IA 52240",Iowa City,-91.534424,41.660982,Burger,10,Dollar($),No,No,No,1,4.9,Dark Green,Excellent,820,United States
The Hamburg Inn No. 2 Inc.,Cedar Rapids/Iowa City,"214 N Linn St, Iowa City, IA 52245",Iowa City,-91.531414,41.663849,"American, Breakfast, Burger",10,Dollar($),No,No,No,1,4.5,Dark Green,Excellent,488,United States
Bluebird Diner,Cedar Rapids/Iowa City,"330 E Market St, Iowa City, IA 52245",Iowa City,-91.531093,41.663751,"Breakfast, Diner",25,Dollar($),No,No,No,2,3.6,Yellow,Good,253,United States
Graze,Cedar Rapids/Iowa City,"115 East College St, Iowa City, IA 52240",Iowa City,-91.534302,41.658691,"American, International, Sushi",40,Dollar($),No,No,No,3,3.8,Yellow,Good,220,United States
A & A Pagliai's Pizza,Cedar Rapids/Iowa City,"302 E Bloomington St, Iowa City, IA 52245",Iowa City,-91.5314,41.6648,Pizza,25,Dollar($),No,No,No,2,4.3,Green,Very Good,485,United States
Atlas World Grill,Cedar Rapids/Iowa City,"127 Iowa Ave, Iowa City, IA 52240",Iowa City,-91.5341,41.661,International,40,Dollar($),No,No,No,3,4.3,Green,Very Good,428,United States
BlackStone,Cedar Rapids/Iowa City,"503 Westbury Dr Ste 1, Iowa City, IA 52245",Iowa City,-91.482165,41.667742,"American, Breakfast",25,Dollar($),No,No,No,2,4.1,Green,Very Good,294,United States
Devotay,Cedar Rapids/Iowa City,"117 N Linn St, Iowa City, IA 52245",Iowa City,-91.5318,41.6625,"Mediterranean, Tapas, Vegetarian",40,Dollar($),No,No,No,3,4.0,Green,Very Good,380,United States
Jimmy Jack's Rib Shack,Cedar Rapids/Iowa City,"1940 Lower Muscatine Rd, Iowa City, IA 52240",Iowa City,-91.5074,41.6428,BBQ,25,Dollar($),No,No,No,2,4.2,Green,Very Good,259,United States
Zoeys Pizzeria,Cedar Rapids/Iowa City,"690 10th St, Marion, IA 52302",Marion,-91.5995,42.0331,"Pizza, Sandwich",25,Dollar($),No,No,No,2,4.7,Dark Green,Excellent,433,United States
Tokyo Sushi,Chatham-Kent,"150 Richmond St, Chatham-Kent, ON N7M2V2",Chatham-Kent,-82.188438,42.397683,"Japanese, Sushi",25,Dollar($),No,No,No,2,3.7,Yellow,Good,176,Canada
Berry Patch Restaurant,Clatskanie,"49289 Us-30, Westport, OR 97016",Clatskanie,-123.368151,46.126967,"American, Breakfast, Desserts",10,Dollar($),No,No,No,1,4.3,Green,Very Good,96,United States
Sakura Sushi & Grill,Cochrane,"130 Quarry Street, Unit 20, Cochrane, AB T4C 0W5",Cochrane,-114.472474,51.183934,"Asian, Japanese",25,Dollar($),No,No,No,2,3.1,Orange,Average,6,United States
Uptown Vietnam cuisine,Columbus,"1250 Broadway, Columbus, GA 31901",Columbus,-84.992671,32.470315,"Asian, Vietnamese",10,Dollar($),No,No,No,1,3.3,Orange,Average,33,United States
Cafe Le Rue @ The Landings,Columbus,"2523 Airport Thruway, Columbus, GA 31904",Columbus,-84.95591,32.519247,"American, Seafood, Cajun",25,Dollar($),No,No,No,2,4.6,Dark Green,Excellent,489,United States
Mark's City Grille,Columbus,"7160 moon road, Columbus, GA 31909",Columbus,-84.927047,32.555591,American,25,Dollar($),No,No,No,2,4.5,Dark Green,Excellent,345,United States
B Merrell's,Columbus,"7600 Veterans Pkwy, Columbus, GA 31909",Columbus,-84.9436,32.5577,"Burger, Bar Food, Southern",25,Dollar($),No,No,No,2,3.8,Yellow,Good,149,United States
Cannon Brewpub,Columbus,"1041 Broadway, Columbus, GA 31901",Columbus,-84.9936,32.4656,"Pizza, Bar Food",25,Dollar($),No,No,No,2,3.9,Yellow,Good,330,United States
Fuji Japanese Steak House,Columbus,"6499 Veterans Pkwy, Columbus, GA 31909",Columbus,-84.954984,32.5382197,"Japanese, Steak",40,Dollar($),No,No,No,3,3.9,Yellow,Good,247,United States
Ruth Ann's Family Restaurant,Columbus,"941 Veterans Parkway, Columbus, GA 31901",Columbus,-84.9876,32.4637,"Breakfast, Diner, Southern",10,Dollar($),No,No,No,1,3.7,Yellow,Good,123,United States
Samurai Japanese Cuisine & Sushi Bar,Columbus,"1009 Broadway, Columbus, GA 31901",Columbus,-84.9933631,32.4652417,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,3,3.6,Yellow,Good,109,United States
Wasabi Sushi and Thai,Columbus,"1639 Bradley Park Dr, Columbus, GA 31904",Columbus,-84.96661,32.534002,"Japanese, Sushi, Thai",40,Dollar($),No,No,No,3,3.7,Yellow,Good,134,United States
Buckhead Bar and Grill,Columbus,"5010 Armour Rd, Columbus, GA 31904",Columbus,-84.95367,32.513154,"Seafood, Steak, Vegetarian",40,Dollar($),No,No,No,3,4.2,Green,Very Good,722,United States
Burt's Butcher Shoppe and Eatery,Columbus,"2932 Warm Springs Rd, Columbus, GA 31909",Columbus,-84.947569,32.504657,Steak,25,Dollar($),No,No,No,2,4.3,Green,Very Good,213,United States
Chef Lee's Peking Restaurant,Columbus,"6100 Bradley Park Dr, Columbus, GA 31904",Columbus,-84.9607,32.5393,Chinese,25,Dollar($),No,No,No,2,4.0,Green,Very Good,335,United States
Country's Barbecue,Columbus,"3137 Mercury Dr, Columbus, GA 31906",Columbus,-84.9464,32.4792,"BBQ, Southern",25,Dollar($),No,No,No,2,4.0,Green,Very Good,353,United States
Deorio's,Columbus,"3201 Macon Rd Ste 167, Columbus, GA 31906",Columbus,-84.9427,32.481,"Italian, Pizza",0,Dollar($),No,No,No,1,4.0,Green,Very Good,170,United States
Mellow Mushroom,Columbus,"6100 Veterans Pkwy, Columbus, GA 31909",Columbus,-84.9557,32.5321,Pizza,25,Dollar($),No,No,No,2,4.1,Green,Very Good,192,United States
Meritage,Columbus,"1039 1st Ave, Columbus, GA 31901",Columbus,-84.992093,32.466158,"American, Tapas",40,Dollar($),No,No,No,3,4.1,Green,Very Good,302,United States
Mongo The Mongolian Fire Pit,Columbus,"7830 - E Veterans Pkwy, Columbus, GA 31909",Columbus,-84.938698,32.560905,"Asian, Chinese",10,Dollar($),No,No,No,1,4.2,Green,Very Good,355,United States
The Black Cow,Columbus,"115 A 12th St, Columbus, GA 31901",Columbus,-84.991384,32.468757,American,25,Dollar($),No,No,No,2,4.3,Green,Very Good,287,United States
Wood Stone,Columbus,"5739 Whitesville Rd, Columbus, GA 31904",Columbus,-84.963201,32.527217,"Italian, Mediterranean, Pizza",40,Dollar($),No,No,No,3,4.0,Green,Very Good,264,United States
Hunter's Pub,Columbus,"11269 GA Hwy 219, Hamilton, GA 31811",Hamilton,-85.0213,32.7455,"American, Seafood, Steak",40,Dollar($),No,No,No,3,4.4,Green,Very Good,235,United States
Consort Restaurant,Consort,"4931 50th Street, Consort, AB T0C 1B0",Consort,-110.7746994,52.0082889,"Chinese, Canadian",25,Dollar($),No,No,No,2,3.0,Orange,Average,6,Canada
Thatcher's Barbeque and Grill,Dalton,"1214 N Wall St, Calhoun, GA 30701",Calhoun,-84.9396931,34.5251331,"American, BBQ, Southern",25,Dollar($),No,No,No,2,3.7,Yellow,Good,38,United States
Christian and Jake's Bistro,Dalton,"555 Georgia Hwy 53, Calhoun, GA 30701",Calhoun,-84.926258,34.474635,"Desserts, Sandwich",10,Dollar($),No,No,No,1,4.4,Green,Very Good,122,United States
Dub's High on the Hog,Dalton,"349 S Wall St, Calhoun, GA 30701",Calhoun,-84.9523921,34.4972488,BBQ,25,Dollar($),No,No,No,2,4.4,Green,Very Good,207,United States
Sierra's Mexican Restaurant,Dalton,"500 S. 3rd Avenue, Chatsworth, GA 30705",Chatsworth,-84.767911,34.752476,"Mexican, Tex-Mex",10,Dollar($),No,No,No,1,3.9,Yellow,Good,66,United States
Oakwood Cafe,Dalton,"201 West Cuyler Street, Dalton, GA 30720",Dalton,-84.969393,34.769686,"BBQ, Breakfast, Southern",10,Dollar($),No,No,No,1,4.9,Dark Green,Excellent,249,United States
Chili's Grill & Bar,Dalton,"881 College Dr, Dalton, GA 30720",Dalton,-85.0039,34.7643,American,25,Dollar($),No,No,No,2,3.8,Yellow,Good,63,United States
Fuji Japanese Steakhouse,Dalton,"1321 W Walnut Ave, Dalton, GA 30720",Dalton,-84.992342,34.759551,"Japanese, Sushi",40,Dollar($),No,No,No,3,3.8,Yellow,Good,145,United States
Las Palmas,Dalton,"1331 W Walnut Ave, Dalton, GA 30720",Dalton,-84.992924,34.759665,Mexican,10,Dollar($),No,No,No,1,3.8,Yellow,Good,83,United States
Tony's Italian Restaurant & Pizza,Dalton,"933 Market St, Dalton, GA 30720",Dalton,-84.999678,34.758645,Italian,25,Dollar($),No,No,No,2,3.7,Yellow,Good,116,United States
Filling Station,Dalton,"316 N Hamilton St, Dalton, GA 30720",Dalton,-84.9678,34.7742,"American, Burger",10,Dollar($),No,No,No,1,4.1,Green,Very Good,122,United States
Five Guys Burgers and Fries,Dalton,"1303 W. Walnut Ave., Dalton, GA 30720",Dalton,-84.990925,34.759273,Fast Food,10,Dollar($),No,No,No,1,4.1,Green,Very Good,142,United States
Los Pablos,Dalton,"1513 W Walnut Ave Ste 6, Dalton, GA 30720",Dalton,-84.9964,34.7604,Mexican,10,Dollar($),No,No,No,1,4.1,Green,Very Good,114,United States
Kobe Hibachi & Sushi,Dalton,"2603 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Fort Oglethorpe,-85.2229101,34.9428786,"American, Japanese, Sushi",25,Dollar($),No,No,No,2,4.6,Dark Green,Excellent,214,United States
Soho Hibachi,Dalton,"1014 Battlefield Parkway, Fort Oglethorpe, GA 30742",Fort Oglethorpe,-85.246237,34.9528157,Japanese,10,Dollar($),No,No,No,1,4.3,Green,Very Good,116,United States
Thai Garden,Dalton,"685 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Fort Oglethorpe,-85.2545,34.9546,Thai,25,Dollar($),No,No,No,2,4.2,Green,Very Good,111,United States
Southern Bliss Bakery,Dalton,"300 W Patton St., Lafayette, GA 30728",LaFayette,-85.294955,34.705093,"Desserts, Sandwich",10,Dollar($),No,No,No,1,3.7,Yellow,Good,25,United States
Bailey's Bar-B-Que,Dalton,"5540 Highway 41, Ringgold, GA 30736",Ringgold,-85.1321,34.9273,BBQ,10,Dollar($),No,No,No,1,4.1,Green,Very Good,128,United States
Farm To Fork,Dalton,"118 Remco Shops Lane, Ringgold, GA 30736",Ringgold,-85.130492,34.912109,"American, Diner, Southern",10,Dollar($),No,No,No,1,4.3,Green,Very Good,244,United States
Home Plate Grill,Dalton,"7807 Nashville St, Ringgold, GA 30736",Ringgold,-85.1079396,34.9151853,"American, BBQ, Southern",10,Dollar($),No,No,No,1,4.2,Green,Very Good,112,United States
Pie Slingers Pizzeria,Dalton,"56A Fieldstone Village Drive, Rock Spring, GA 30739",Rock Spring,-85.249727,34.851907,"Italian, Pizza",10,Dollar($),No,No,No,1,4.1,Green,Very Good,144,United States
Olive Tree Cafe,Davenport,"2513 53rd Avenue, Bettendorf, IA 52722",Bettendorf,-90.496986,41.574935,"Indian, Mediterranean, Middle Eastern",25,Dollar($),No,No,No,2,4.6,Dark Green,Excellent,166,United States
"Red Ginger Sushi, Grill & Bar",Davenport,"793 Middle Rd, Bettendorf, IA 52722",Bettendorf,-90.522479,41.53845,"Sushi, Teriyaki",40,Dollar($),No,No,No,3,4.5,Dark Green,Excellent,208,United States
Crust Stone Oven Pizza,Davenport,"2561 E 53rd Ave, Bettendorf, IA 52722",Bettendorf,-90.4912446,41.5747801,"Burger, Pizza",25,Dollar($),No,No,No,2,3.9,Yellow,Good,136,United States
Jimmy's Pancake House,Davenport,"2521 - 18th St., Bettendorf, IA 52722",Bettendorf,-90.504176,41.548746,"American, Breakfast, Greek",10,Dollar($),No,No,No,1,4.0,Green,Very Good,85,United States
